label,volume_voxels,vol_portion,surface_area,sphericity,convex_volume,solidity,elongation,intensity_mean,intensity_std,intensity_min,intensity_max,intensity_median,intensity_skew,intensity_kurtosis,grad_mean,grad_std,grad_min,grad_max,grad_median,grad_skew,grad_kurtosis,coherence_mean,coherence_std,hessian_aniso_mean,hessian_aniso_std,glcm_xy_contrast_mean,glcm_xy_anisotropy,glcm_xz_contrast_mean,glcm_xz_anisotropy,glcm_yz_contrast_mean,glcm_yz_anisotropy,vendor
0.0,1158836.0,0.06579510356104651,155868.3125,0.3423005601618301,1562501.1666666653,0.7416544862313176,0.5048575744515945,277.8411560058594,56.74071502685547,0.0,769.0,285.0,-0.5507979989051819,0.9937524795532227,35.39616394042969,33.0865478515625,0.0,303.035888671875,22.494443893432617,1.640968680381775,2.46390962600708,0.7517291307449341,0.2402360439300537,1.0300668478012085,2.481487989425659,2633.2485674557265,0.8568329269448993,2141.334881327299,0.8077533471899705,748.81403716009,0.5428251393965148,0.0
0.0,1140030.0,0.05352454552283654,148924.09375,0.3543752194564753,1797803.1666666674,0.6341239247641031,0.5588363116225955,398.33758544921875,99.93949890136719,0.0,2298.0,410.0,-0.44225025177001953,3.3054637908935547,53.080482482910156,47.371578216552734,0.0,899.9324951171875,35.0463981628418,1.7250818014144897,5.4541521072387695,0.7341780662536621,0.24539388716220856,1.0191311836242676,2.290149211883545,2095.4101296127646,0.7503848968918172,2905.7919406376427,0.6598422032790742,939.8619230682399,0.38888709530854604,0.0
0.0,213987.0,0.052242919921875,42984.99609375,0.4024934584172212,312932.1666666669,0.6838127325783591,0.532028841163621,308.7656555175781,83.6480484008789,0.0,1366.0,324.0,-0.6023176312446594,1.959120273590088,63.3526611328125,52.75860595703125,0.0,661.3667602539062,45.78482437133789,1.4910837411880493,3.5251827239990234,0.6682825088500977,0.2754267454147339,0.6984606981277466,1.5022363662719727,1768.7627179033584,0.6613719906675393,1937.5256453583902,0.6486335638756471,964.52554709958,0.3891864922998413,0.0
1.0,91278.0,0.03183523995535714,26943.62109375,0.36386384616542716,145268.6666666668,0.6283392151553667,0.44628790134609114,429.760498046875,99.10416412353516,24.0,907.0,437.0,-0.5078652501106262,0.05056905746459961,69.32494354248047,59.62053680419922,0.5,349.129638671875,49.82218551635742,1.2097277641296387,0.8748617172241211,0.7998453378677368,0.21670746803283691,0.5154086947441101,1.1882895231246948,2712.1179653674308,0.5324766046968429,5631.8429694355955,0.49555226709924793,1887.347795308159,0.30575178106474266,0.0
1.0,291308.0,0.06321788194444444,53196.2421875,0.3994889559993724,493701.166666667,0.5900492436889113,0.5694175056594833,324.40203857421875,71.54209899902344,0.0,637.0,329.0,-0.2918083071708679,0.30144643783569336,41.95036315917969,41.419342041015625,0.0,356.901611328125,26.372333526611328,2.0217196941375732,4.627081394195557,0.6984689831733704,0.25770726799964905,0.6584546566009521,1.303360104560852,2697.4127706708223,0.5599879944336044,3974.4920284165205,0.5122070901583906,1542.4956851248417,0.30763004189561294,0.0
3.0,605369.0,0.03889346474095395,128478.6015625,0.2693602100691571,955119.3333333314,0.6338150416108576,0.5315826328340209,392.281494140625,85.19947052001953,0.0,1407.0,399.0,-0.038695238530635834,4.535523891448975,60.84620666503906,53.33806228637695,0.0,594.2486572265625,39.04164505004883,1.4353967905044556,2.1046032905578613,0.7956119179725647,0.2177785187959671,0.7758549451828003,1.7693289518356323,1935.8458115008818,0.7733620931342563,4017.1248963668736,0.7533548581938355,824.2706078751833,0.5258181702671704,0.0
3.0,141155.0,0.04594889322916667,42435.8828125,0.30894539577973107,312546.8333333333,0.45162831596971337,0.45390761619535114,295.1998596191406,82.68830871582031,2.0,605.0,298.0,-0.08468721807003021,-0.1708240509033203,53.87232208251953,42.205379486083984,0.5,333.18499755859375,40.52468490600586,1.541098952293396,2.568305492401123,0.7214632630348206,0.2509452998638153,0.5980584025382996,1.2953004837036133,2119.3812332226194,0.681474314676473,3489.7062018069437,0.47352733325056473,1224.8392417951404,0.24810389453301002,0.0
3.0,685761.0,0.04185552978515625,114418.875,0.32867623711067095,1052846.3333333323,0.6513400657709156,0.6146712442536366,466.0234375,97.84432220458984,1.0,810.0,488.0,-1.135848045349121,1.4705901145935059,66.31509399414062,59.91123580932617,0.5,469.62591552734375,41.85092544555664,1.4412951469421387,1.476736068725586,0.7445008754730225,0.24253705143928528,0.842025876045227,1.8705434799194336,2660.9242562113004,0.7443693854557724,3670.357674515988,0.5470865284242415,810.4580827762179,0.41537719427147884,0.0
3.0,455912.0,0.02782666015625,94112.625,0.3043852380799379,1059477.8333333342,0.43031763917665694,0.5875484222787284,449.2156982421875,104.35137176513672,1.0,2106.0,466.0,-0.17758066952228546,5.509439468383789,72.66254425048828,59.0688362121582,0.5,942.1619873046875,51.57033920288086,1.7330447435379028,5.931972503662109,0.7560155391693115,0.2343769073486328,0.8415461182594299,2.21059250831604,2228.9358217429126,0.6991489690486101,3904.1092047106513,0.5968351807129476,847.6870834889146,0.410419642463998,0.0
3.0,113109.0,0.03944928850446429,29423.486328125,0.3844041812315746,179350.0000000001,0.6306607192640086,0.47959598274453236,328.84222412109375,87.55024719238281,0.0,1861.0,334.0,0.5711350440979004,9.31748104095459,77.89630126953125,60.230377197265625,1.4142135381698608,1044.8857421875,60.51033020019531,2.7013049125671387,16.398950576782227,0.630149781703949,0.2557801306247711,0.6611132621765137,1.0271226167678833,2555.756736753372,0.37938631830424074,4027.665246017037,0.5003764035992989,843.6618027624027,0.26839505500247024,0.0
